DBN,School Name,Borough, District,School Type,Split Sited,Co-located at Any Site,Total Enrollment,Grades 3K-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiracial,% Native American,% White,% Missing Race/Ethnicity Data,% SWD,% ELL,% Poverty,2024-25 ELA # Tested,2024-25 ELA # Proficient (L3&4),2024-25 ELA % Proficient (L3&4),2024-25 Math # Tested,2024-25 Math # Proficient (L3&4),2024-25 Math % Proficient (L3&4),2023-24 Total 4-year August Grad Cohort,2023-24 % 4-year August Graduates,2023-24 Total 6-year Grad Cohort,2023-24 % 6-year Graduates
29Q248,Queens Preparatory Academy,Q,29,High school,,Y,326,0,0,326,5.5%,73.3%,17.2%,0.3%,2.1%,1.2%,0.3%,18.1%,19.0%,83.1%,,,0.0%,,,,69,76.8%,57,87.7%
29Q251,P.S. 251 Queens,Q,29,Elementary,,Y,218,218,0,0,7.3%,61.9%,22.0%,5.0%,2.8%,0.9%,0.0%,16.5%,12.8%,76.1%,103,70,68.0%,107,70,65.4%,,,,
29Q259,Pathways College Preparatory School: A College Board School,Q,29,Secondary School,,Y,815,0,354,461,7.6%,70.4%,14.8%,0.5%,5.8%,0.6%,0.2%,16.7%,6.1%,70.8%,238,171,71.8%,209,143,68.4%,70,97.1%,84,98.8%
29Q265,Excelsior Preparatory High School,Q,29,High school,,Y,478,0,0,478,4.4%,74.7%,16.7%,0.4%,2.5%,0.8%,0.4%,18.0%,14.0%,80.8%,,,0.0%,,,,113,93.8%,100,93.0%
29Q268,P.S./I.S. 268,Q,29,K-8,,Y,707,467,240,0,24.8%,11.2%,52.5%,0.8%,8.9%,1.7%,0.1%,19.9%,31.3%,83.2%,439,207,47.2%,443,188,42.4%,,,,
29Q270,The Gordon Parks School,Q,29,K-8,,Y,556,281,275,0,5.2%,80.8%,9.7%,2.2%,1.6%,0.5%,0.0%,20.3%,3.4%,78.4%,314,172,54.8%,287,145,50.5%,,,,
29Q272,George Washington Carver High School for the Sciences,Q,29,High school,,Y,425,0,0,425,7.5%,61.4%,26.1%,0.9%,1.6%,1.2%,1.2%,16.5%,14.1%,75.8%,,,0.0%,,,,76,82.9%,88,93.2%
29Q283,Preparatory Academy for Writers: A College Board School,Q,29,Secondary School,,Y,523,0,174,349,3.8%,72.8%,20.8%,0.4%,1.5%,0.6%,0.0%,16.6%,12.8%,68.1%,93,42,45.2%,55,33,60.0%,81,90.1%,83,90.4%
29Q289,Queens United Middle School,Q,29,Junior High-Intermediate-Middle,,Y,239,0,239,0,0.8%,86.6%,8.4%,0.4%,2.5%,1.3%,0.0%,26.4%,5.9%,75.7%,230,105,45.7%,232,81,34.9%,,,,
29Q295,P.S./I.S. 295,Q,29,K-8,,Y,566,356,210,0,33.9%,21.2%,35.9%,1.2%,5.5%,2.3%,0.0%,22.6%,11.5%,74.6%,307,211,68.7%,267,193,72.3%,,,,
